tavg,tmin,tmax,prcp,wdir,wspd,pres
29.3,24.0,35.0,6.867409948542024,94.0,9.1,1011.7
29.7,24.0,35.0,6.867409948542024,103.0,10.3,1011.0
29.4,26.0,34.0,6.867409948542024,122.0,8.2,1010.9
28.4,26.0,34.0,6.867409948542024,72.0,7.5,1010.7
29.6,26.0,34.0,6.867409948542024,165.0,8.5,1010.2
29.6,26.0,35.0,6.867409948542024,96.0,9.8,1009.5
29.4,27.0,34.0,6.867409948542024,133.0,10.5,1009.2
29.9,24.0,36.0,6.867409948542024,124.0,12.4,1009.1
29.3,26.0,35.0,6.867409948542024,113.0,11.9,1009.6
29.6,25.0,36.0,6.867409948542024,111.0,8.5,1009.3
28.3,25.0,34.0,6.867409948542024,96.0,10.9,1009.0
27.6,25.0,31.0,6.867409948542024,148.0,8.1,1008.8
28.9,25.0,34.0,6.867409948542024,282.0,7.6,1007.5
27.9,25.0,32.0,6.867409948542024,134.0,7.9,1007.4
30.1,26.0,35.0,6.867409948542024,125.0,10.3,1007.2
29.5,27.0,35.0,6.867409948542024,137.0,13.3,1007.8
29.7,27.0,35.0,6.867409948542024,147.0,13.0,1007.5
28.9,26.0,33.0,6.867409948542024,150.0,12.7,1007.5
29.5,26.0,34.0,6.867409948542024,148.0,11.2,1007.3
29.4,26.0,34.0,6.867409948542024,157.0,10.4,1007.2
29.9,25.0,35.0,6.867409948542024,134.0,11.2,1006.7
29.3,26.0,34.0,6.867409948542024,124.0,11.5,1007.9
29.4,27.0,34.0,6.867409948542024,139.0,14.2,1009.5
28.2,26.0,33.0,6.867409948542024,127.0,12.3,1010.1
29.6,25.0,35.0,6.867409948542024,135.0,10.0,1009.6
30.1,27.0,35.0,6.867409948542024,146.0,12.8,1009.1
30.3,27.0,35.0,6.867409948542024,146.0,15.2,1009.8
30.8,27.0,36.0,6.867409948542024,149.0,8.3,1010.4
30.3,28.0,35.0,6.867409948542024,171.0,10.8,1010.1
28.4,24.0,36.0,6.867409948542024,186.0,8.2,1009.8
27.9,25.0,35.0,6.867409948542024,345.0,8.1,1009.4
28.9,24.0,34.0,6.867409948542024,307.0,9.8,1008.4
28.2,25.0,33.0,6.867409948542024,206.0,7.0,1008.0
28.1,24.0,32.0,6.867409948542024,128.0,13.0,1009.7
28.7,26.0,34.0,6.867409948542024,119.0,13.8,1010.5
28.2,24.0,35.0,6.867409948542024,14.0,10.8,1010.4
27.4,24.0,33.0,6.867409948542024,40.0,9.6,1011.8
27.8,24.0,34.0,6.867409948542024,11.0,7.7,1011.9
28.9,25.0,34.0,6.867409948542024,295.0,5.9,1010.8
28.8,25.0,33.0,6.867409948542024,1.0,7.3,1010.0
29.6,25.0,34.0,6.867409948542024,302.0,8.8,1009.5
29.4,26.0,34.0,6.867409948542024,242.0,9.0,1009.2
29.0,27.0,33.0,6.867409948542024,151.0,10.5,1008.8
29.1,26.0,33.0,6.867409948542024,146.0,12.0,1008.7
29.6,26.0,33.0,6.867409948542024,174.0,10.2,1007.8
30.2,27.0,35.0,6.867409948542024,218.0,10.5,1006.5
29.8,27.0,35.0,6.867409948542024,221.0,10.5,1006.5
29.1,24.0,34.0,6.867409948542024,178.0,9.8,1007.4
27.1,24.0,32.0,6.867409948542024,177.0,9.0,1007.4
29.7,25.0,34.0,6.867409948542024,129.0,12.4,1008.1
29.9,28.0,33.0,6.867409948542024,131.0,13.5,1008.9
29.9,26.0,34.0,6.867409948542024,134.0,8.4,1009.8
29.7,26.0,35.0,6.867409948542024,100.0,9.2,1009.3
30.4,27.0,35.0,6.867409948542024,125.0,13.9,1008.8
30.6,27.0,35.0,6.867409948542024,137.0,13.8,1009.1
30.1,27.0,35.0,6.867409948542024,135.0,13.6,1008.4
30.6,28.0,35.0,6.867409948542024,146.0,11.3,1007.4
30.7,28.0,34.0,6.867409948542024,156.0,11.9,1007.3
30.3,26.0,35.0,6.867409948542024,172.0,9.3,1007.1
31.7,27.0,36.0,6.867409948542024,52.0,7.0,1006.7
30.9,29.0,35.0,6.867409948542024,154.0,12.9,1007.0
25.8,23.0,29.0,6.867409948542024,254.0,7.7,1007.6
27.3,24.0,31.0,6.867409948542024,83.0,6.3,1006.5
27.5,26.0,31.0,6.867409948542024,154.0,6.4,1006.3
28.1,25.0,32.0,6.867409948542024,137.0,8.1,1007.0
27.9,25.0,34.0,6.867409948542024,112.0,10.0,1008.5
26.9,25.0,33.0,6.867409948542024,341.0,7.6,1009.0
28.2,24.0,32.0,6.867409948542024,119.0,8.4,1007.3
29.9,25.0,34.0,6.867409948542024,109.0,10.1,1007.1
30.1,28.0,34.0,6.867409948542024,120.0,16.2,1007.2
29.3,27.0,32.0,6.867409948542024,112.0,13.5,1007.6
30.3,27.0,35.0,6.867409948542024,128.0,15.6,1007.9
29.7,27.0,35.0,6.867409948542024,122.0,11.0,1007.9
30.2,27.0,35.0,6.867409948542024,159.0,8.8,1007.7
29.4,26.0,34.0,6.867409948542024,236.0,9.7,1007.6
29.9,27.0,34.0,6.867409948542024,220.0,8.2,1007.1
31.1,27.0,35.0,6.867409948542024,202.0,10.2,1008.0
30.4,28.0,36.0,6.867409948542024,219.0,10.6,1008.3
28.6,27.0,32.0,6.867409948542024,221.0,7.7,1008.6
28.9,25.0,33.0,6.867409948542024,209.0,8.4,1008.9
27.2,26.0,30.0,6.867409948542024,164.0,6.2,1009.6
27.6,25.0,33.0,6.867409948542024,242.0,5.1,1010.0
30.2,26.0,34.0,6.867409948542024,265.0,9.6,1008.2
28.0,26.0,33.0,6.867409948542024,245.0,12.7,1006.6
27.2,26.0,33.0,6.867409948542024,239.0,12.7,1005.2
28.2,25.0,31.0,6.867409948542024,251.0,14.9,1005.8
30.2,27.0,34.0,6.867409948542024,249.0,14.7,1008.1
30.3,27.0,34.0,6.867409948542024,270.0,13.5,1008.4
28.2,23.0,33.0,6.867409948542024,282.0,12.5,1006.5
27.1,24.0,34.0,6.867409948542024,261.0,11.1,1005.7
27.3,24.0,32.0,6.8,254.0,12.2,1006.0
27.9,25.0,32.0,1.9,251.0,10.9,1006.3
27.4,25.0,32.0,6.8,223.0,8.7,1005.9
30.3,26.0,34.0,18.8,230.0,8.0,1005.5
29.3,28.0,33.0,14.9,203.0,8.5,1006.4
26.5,24.0,31.0,15.1,206.0,9.6,1007.8
27.6,25.0,33.0,19.1,220.0,8.0,1008.2
27.5,26.0,33.0,10.0,252.0,9.2,1009.3
29.2,25.0,33.0,0.0,246.0,9.3,1007.9
29.7,26.0,35.0,5.8,265.0,12.6,1006.7
30.3,27.0,34.0,4.7,280.0,8.7,1007.0
31.1,27.0,35.0,6.9,312.0,7.8,1007.3
30.4,24.0,36.0,2.7,286.0,7.8,1006.8
29.9,26.0,34.0,13.8,287.0,7.7,1007.5
30.2,27.0,35.0,10.6,338.0,6.6,1007.5
27.1,25.0,34.0,12.8,116.0,7.2,1008.6
29.3,25.0,33.0,3.0,212.0,7.4,1008.1
30.3,26.0,34.0,3.8,206.0,8.5,1008.1
28.7,27.0,33.0,3.6,201.0,7.7,1008.8
30.2,26.0,34.0,10.2,204.0,5.9,1009.3
29.3,27.0,33.0,9.4,217.0,6.3,1008.8
28.7,26.0,34.0,15.0,247.0,8.8,1008.7
27.6,25.0,34.0,2.4,261.0,7.7,1007.8
28.4,25.0,34.0,5.6,206.0,7.2,1006.3
28.0,25.0,34.0,23.5,222.0,8.5,1006.4
27.4,24.0,33.0,22.7,185.0,6.6,1008.3
26.9,25.0,33.0,11.5,209.0,7.5,1008.7
27.3,24.0,32.0,7.4,200.0,7.6,1007.6
29.1,26.0,33.0,5.4,186.0,6.5,1007.0
29.4,27.0,34.0,10.4,200.0,6.4,1007.9
29.2,26.0,34.0,2.9,248.0,6.7,1008.0
28.1,23.0,33.0,14.8,276.0,9.4,1006.8
29.8,27.0,34.0,19.4,267.0,13.6,1004.0
28.3,26.0,33.0,8.1,256.0,15.6,1003.8
27.9,25.0,31.0,6.2,253.0,13.1,1004.6
27.9,27.0,30.0,8.2,234.0,13.4,1005.2
27.6,25.0,30.0,6.0,235.0,10.2,1006.3
28.7,26.0,33.0,11.1,241.0,12.2,1006.3
29.1,27.0,32.0,9.8,239.0,12.8,1006.6
29.1,27.0,34.0,8.6,235.0,12.5,1007.2
29.3,26.0,33.0,10.9,253.0,12.4,1007.1
27.4,25.0,32.0,14.3,261.0,10.3,1006.9
26.9,25.0,32.0,11.9,268.0,10.9,1005.6
26.7,24.0,31.0,18.4,273.0,16.2,1006.0
27.1,25.0,31.0,22.6,274.0,15.8,1006.0
26.4,25.0,29.0,19.9,259.0,13.0,1004.9
27.4,25.0,31.0,8.5,266.0,16.5,1004.0
27.7,25.0,31.0,3.8,258.0,13.0,1004.8
27.6,25.0,32.0,8.6,256.0,11.5,1006.2
28.2,26.0,33.0,9.9,234.0,12.0,1007.2
28.2,26.0,33.0,16.4,232.0,13.9,1008.5
28.7,26.0,33.0,11.4,261.0,10.8,1006.9
27.2,25.0,32.0,12.6,258.0,9.8,1005.9
25.8,25.0,30.0,24.8,190.0,8.5,1006.9
25.6,25.0,29.0,19.1,169.0,6.7,1009.6
29.0,24.0,35.0,0.0,46.0,6.6,1009.8
27.6,25.0,33.0,6.5,107.0,6.7,1008.8
29.5,25.0,34.0,1.2,142.0,7.7,1007.2
29.8,26.0,35.0,9.0,121.0,9.8,1007.4
27.9,25.0,32.0,2.0,119.0,7.0,1008.0
28.4,25.0,32.0,4.9,194.0,6.7,1007.5
28.2,25.0,33.0,3.5,260.0,6.3,1007.6
29.7,25.0,35.0,0.9,251.0,9.3,1006.8
29.7,27.0,34.0,11.4,247.0,13.0,1006.4
28.8,26.0,34.0,13.4,262.0,12.8,1005.4
27.8,25.0,33.0,18.3,199.0,8.3,1006.3
28.3,26.0,32.0,13.9,237.0,8.7,1007.2
27.9,26.0,33.0,20.8,270.0,9.4,1008.4
27.3,25.0,31.0,6.5,271.0,7.1,1008.3
28.1,25.0,32.0,20.9,292.0,9.3,1007.5
27.2,24.0,30.0,16.1,265.0,11.7,1007.0
26.8,25.0,30.0,19.0,266.0,13.6,1006.7
26.5,24.0,30.0,18.8,262.0,13.5,1006.6
27.8,25.0,32.0,13.8,267.0,14.8,1006.0
28.7,26.0,32.0,6.8,253.0,19.4,1005.8
25.9,25.0,30.0,4.7,236.0,13.0,1007.5
28.4,24.0,33.0,6.9,203.0,7.9,1008.3
29.7,26.0,34.0,0.0,258.0,7.9,1008.3
29.7,26.0,34.0,14.5,308.0,9.2,1008.0
26.8,23.0,32.0,7.8,224.0,10.4,1007.6
27.0,25.0,32.0,7.0,218.0,7.7,1007.7
27.9,26.0,32.0,4.3,232.0,9.8,1008.1
29.1,26.0,33.0,9.0,256.0,10.5,1007.5
28.7,26.0,34.0,4.6,279.0,11.6,1006.7
28.6,26.0,33.0,10.0,250.0,12.9,1006.2
28.1,27.0,32.0,5.3,230.0,13.2,1006.9
29.1,26.0,35.0,1.7,237.0,10.0,1007.4
29.0,25.0,33.0,7.1,253.0,10.3,1007.3
28.3,25.0,33.0,5.6,259.0,8.1,1006.5
27.6,25.0,32.0,8.6,230.0,12.8,1006.8
26.3,24.0,31.0,14.0,208.0,10.7,1008.9
28.6,24.0,34.0,9.8,330.0,7.4,1008.5
28.1,25.0,34.0,3.5,89.0,4.4,1007.3
29.6,25.0,33.0,5.8,140.0,11.2,1008.1
28.6,24.0,34.0,8.0,144.0,9.5,1008.3
28.1,24.8,33.0,11.1,192.0,7.5,1007.7
29.6,25.0,34.0,21.6,239.0,4.4,1007.4
27.3,24.0,33.0,3.3,216.0,6.8,1007.9
28.8,25.0,34.0,12.2,219.0,8.9,1007.4
27.7,25.0,32.0,10.4,258.0,12.6,1008.2
28.3,25.0,32.0,12.8,260.0,10.2,1008.5
27.3,25.0,32.0,11.1,251.0,11.4,1008.3
26.3,25.0,29.0,11.6,263.0,7.5,1008.6
27.4,25.0,31.0,15.2,239.0,14.0,1010.2
29.6,25.0,34.0,3.4,243.0,7.8,1009.8
29.5,26.0,34.0,8.0,157.0,8.5,1009.5
28.4,25.0,34.0,22.7,142.0,7.0,1008.9
27.1,25.0,33.0,6.5,126.0,5.8,1008.5
28.8,25.0,33.0,9.5,190.0,6.9,1009.1
27.9,25.0,32.0,9.5,241.0,13.6,1010.3
28.5,25.0,32.0,15.1,252.0,15.5,1009.5
28.2,25.0,32.0,9.4,252.0,11.8,1007.5
28.6,26.0,33.0,3.3,259.0,9.9,1007.6
27.8,26.0,32.0,7.5,267.0,10.2,1008.6
27.5,24.0,32.0,16.3,276.0,8.2,1008.5
27.8,25.0,31.0,12.5,269.0,9.3,1007.4
28.6,25.0,33.0,8.3,238.0,10.7,1006.7
27.8,26.0,32.0,8.0,229.0,13.0,1007.7
28.2,25.0,33.0,2.7,241.0,9.3,1008.2
27.8,26.0,32.0,12.3,217.0,7.3,1007.5
26.8,24.0,31.0,16.6,230.0,8.2,1008.0
25.8,24.0,31.0,19.1,318.0,8.5,1008.3
26.5,23.0,30.0,12.9,288.0,10.9,1005.7
26.6,25.0,31.0,12.5,249.0,20.5,1003.0
26.3,24.0,30.0,2.7,217.0,13.8,1005.6
27.7,25.0,31.0,2.6,229.0,10.2,1008.1
27.3,24.0,33.0,11.8,224.0,8.3,1008.7
27.5,25.0,31.0,15.9,148.0,7.3,1008.3
28.4,25.0,32.0,3.7,125.0,10.5,1008.3
28.4,25.0,32.0,1.2,76.0,9.8,1009.0
28.6,25.0,33.0,31.7,127.0,10.3,1009.7
27.3,25.0,31.0,3.4,132.0,8.4,1010.4
28.3,25.0,34.0,10.4,74.0,6.2,1009.5
25.6,25.0,28.0,17.9,313.0,7.2,1010.2
27.4,24.0,30.0,22.7,224.0,6.3,1010.7
27.0,24.0,32.0,10.8,17.0,6.7,1011.0
27.1,24.0,31.0,4.9,305.0,5.8,1010.4
28.8,25.0,33.0,14.4,350.0,7.1,1008.8
28.8,25.0,33.0,0.2,332.0,9.8,1007.6
26.9,25.0,31.0,0.0,328.0,9.2,1006.4
25.9,24.0,30.0,0.0,307.0,9.6,1006.5
27.9,22.0,33.0,0.0,321.0,8.7,1009.0
29.2,24.0,33.0,3.6,307.0,8.5,1009.2
28.3,25.0,34.0,12.5,76.0,7.7,1008.5
25.7,24.0,29.0,19.4,159.0,8.4,1008.8
26.8,24.0,29.0,12.9,125.0,11.1,1010.3
28.9,25.0,33.0,11.2,131.0,8.2,1010.8
28.9,26.0,33.0,7.7,330.0,6.8,1011.0
27.8,25.0,33.0,11.0,273.0,5.5,1010.8
28.2,23.0,35.0,11.3,300.0,6.2,1009.4
27.7,24.0,32.0,6.1,260.0,8.5,1009.6
28.8,25.0,32.0,7.2,147.0,6.7,1008.9
26.7,25.0,32.0,5.7,333.0,7.8,1008.8
27.4,25.0,30.0,7.8,288.0,5.3,1007.2
27.9,24.0,32.0,7.1,7.0,7.9,1006.8
28.4,26.0,33.0,0.1,18.0,8.9,1006.9
28.9,24.0,34.0,0.0,4.0,9.0,1007.8
27.9,25.0,32.0,0.2,7.0,8.2,1008.7
27.6,25.0,31.0,2.1,111.0,5.9,1009.6
25.6,24.0,29.0,22.3,83.0,6.7,1010.5
26.4,24.0,30.0,15.6,61.0,5.8,1011.8
27.7,24.0,33.0,10.6,92.0,7.8,1012.7
27.8,24.0,33.0,1.3,261.0,5.4,1012.3
27.8,24.0,33.0,0.0,291.0,5.0,1011.2
28.6,25.0,33.0,0.0,3.0,6.1,1010.5
29.1,25.0,33.0,0.6,28.0,5.0,1010.3
28.7,25.0,35.0,2.8,326.0,4.7,1009.4
29.4,26.0,33.0,1.1,97.0,7.1,1009.5
27.6,26.0,33.0,7.0,322.0,6.3,1009.0
27.8,25.0,32.0,8.7,90.0,9.1,1008.9
28.3,25.0,33.0,8.3,88.0,8.0,1009.2
28.3,25.0,33.0,7.1,104.0,7.6,1009.3
28.1,24.0,34.0,0.6,40.0,7.4,1008.3
28.6,25.0,33.0,10.8,67.0,5.8,1008.0
28.3,26.0,33.0,9.3,304.0,8.0,1008.5
26.1,25.0,28.0,4.3,335.0,7.7,1007.5
25.6,25.0,27.0,31.7,333.0,6.2,1005.5
26.6,24.0,29.0,13.2,323.0,5.2,1005.3
26.0,25.0,29.0,7.3,305.0,4.8,1006.2
26.3,25.0,30.0,6.9,143.0,9.9,1007.8
26.9,25.0,30.0,5.8,123.0,13.6,1009.6
28.1,25.0,32.0,9.0,133.0,11.9,1010.7
28.0,25.0,32.0,23.5,99.0,8.2,1010.1
28.7,26.0,32.0,8.4,129.0,12.0,1009.1
28.9,26.0,33.0,8.1,128.0,11.3,1009.4
28.7,26.0,33.0,1.7,123.0,10.3,1009.7
29.2,25.0,34.0,0.0,81.0,6.1,1009.4
29.2,26.0,33.0,0.0,73.0,6.0,1008.3
27.8,24.0,34.0,2.9,72.0,11.7,1007.6
26.4,24.0,32.0,6.3,65.0,9.5,1008.3
28.1,23.0,33.0,2.7,105.0,10.4,1009.0
28.6,25.0,33.0,1.9,93.0,7.3,1009.4
28.3,25.0,33.0,6.7,345.0,6.5,1008.7
26.9,25.0,32.0,0.4,31.0,5.1,1008.8
28.9,24.0,33.0,0.0,44.0,4.9,1008.3
27.9,25.0,32.0,5.4,15.0,6.8,1008.3
27.5,24.0,32.0,0.0,94.0,6.9,1008.5
27.6,24.0,33.0,0.9,90.0,8.3,1009.6
27.1,23.0,32.0,0.0,87.0,9.1,1010.4
26.9,21.6,32.0,0.0,329.0,7.3,1010.6
26.6,23.0,30.0,0.0,344.0,5.3,1010.8
28.0,22.0,33.0,0.0,347.0,6.1,1009.0
28.8,25.0,33.0,0.0,108.0,7.8,1008.3
28.1,25.0,31.0,0.2,55.0,10.0,1008.5
26.4,24.0,32.0,0.0,34.0,18.4,1009.0
26.5,22.0,32.0,0.0,17.0,8.9,1009.1
27.5,22.0,32.0,0.0,318.0,6.5,1008.4
27.9,24.0,33.0,0.0,301.0,7.1,1008.0
27.0,24.0,32.0,0.0,326.0,7.5,1008.3
25.4,21.0,32.0,0.0,54.0,9.6,1010.3
24.9,20.0,30.0,0.0,351.0,8.0,1011.5
25.1,21.0,30.0,0.0,355.0,6.7,1012.8
25.8,20.0,31.0,0.0,23.0,7.0,1013.8
25.2,22.0,29.0,0.0,325.0,4.7,1013.7
27.1,21.0,32.0,0.0,17.0,6.1,1013.3
27.8,24.0,32.0,0.0,272.0,7.2,1013.3
26.8,25.0,31.0,0.0,20.0,7.7,1013.8
25.9,23.0,30.0,0.0,12.0,9.2,1013.6
26.5,23.0,31.0,0.6,13.0,8.9,1012.8
26.9,23.0,32.0,0.0,332.0,6.4,1013.3
28.2,24.0,33.0,1.0,28.0,9.7,1012.3
27.8,24.0,33.0,0.1,29.0,13.4,1011.7
25.1,24.0,28.0,5.8,23.0,17.2,1011.4
26.4,22.0,30.0,18.3,17.0,15.2,1011.0
25.4,24.0,29.0,1.9,9.0,13.6,1010.2
26.4,23.0,29.0,4.3,327.0,6.7,1010.8
26.6,25.0,31.0,23.6,58.0,7.7,1011.7
26.5,24.0,29.0,16.2,104.0,12.2,1011.2
27.2,25.0,30.0,0.7,125.0,10.4,1010.8
27.4,25.0,31.0,3.8,147.0,12.4,1010.6
28.2,24.0,32.0,4.6,190.0,8.0,1010.8
28.5,25.0,33.0,0.1,271.0,7.3,1008.9
28.8,25.0,33.0,0.0,289.0,7.4,1008.3
28.1,25.0,34.0,0.2,128.0,8.9,1010.3
27.4,23.0,32.0,0.1,8.0,7.3,1011.2
27.3,23.0,32.0,0.0,10.0,7.4,1012.3
27.8,24.0,33.0,0.0,35.0,8.0,1011.7
27.9,23.0,33.0,0.0,357.0,7.7,1011.1
29.3,24.0,34.0,0.0,26.0,6.2,1009.9
28.9,25.0,33.0,0.1,31.0,6.4,1009.3
29.1,25.0,34.0,0.2,81.0,7.4,1008.4
27.8,24.0,35.0,0.7,65.0,9.0,1009.4
26.6,23.0,32.0,0.0,46.0,9.1,1009.6
27.2,23.0,32.0,0.0,312.0,6.8,1010.0
27.3,24.0,33.0,1.2,19.0,6.9,1009.5
26.8,23.0,32.0,0.0,52.0,10.8,1009.3
25.4,23.0,30.0,0.0,22.0,9.2,1010.6
25.4,21.0,30.0,0.0,317.0,9.4,1011.8
27.7,21.0,33.0,0.0,223.0,7.3,1010.1
27.6,24.0,31.0,0.4,271.0,7.2,1009.5
27.8,24.0,32.0,2.5,104.0,7.5,1009.8
29.2,25.0,34.0,0.0,114.0,12.6,1010.2
28.9,24.0,35.0,0.0,120.0,12.6,1009.5
28.9,23.0,34.0,0.0,112.0,9.0,1009.0
29.1,25.0,34.0,0.0,128.0,12.4,1009.4
28.6,26.0,34.0,0.6,142.0,13.8,1009.8
29.2,25.0,35.0,0.4,127.0,7.5,1009.6
29.4,26.0,35.0,0.5,126.0,14.4,1009.5
29.2,26.0,35.0,0.0,129.0,14.2,1010.0
29.0,25.0,34.0,0.0,123.0,13.2,1010.1
28.8,25.0,34.0,0.0,145.0,10.6,1010.5
28.3,26.0,33.0,0.0,169.0,12.4,1010.6
28.0,25.0,33.0,0.0,148.0,9.6,1010.5
28.1,25.0,34.0,0.0,109.0,8.8,1010.7
28.3,23.0,33.0,0.0,61.0,5.8,1011.6
28.8,23.0,34.0,0.6,97.0,8.7,1011.6
27.6,25.0,33.0,0.1,106.0,7.3,1011.1
28.0,25.0,34.0,3.3,315.0,8.6,1010.7
27.4,24.0,33.0,0.0,316.0,7.2,1010.9
27.8,23.0,34.0,0.0,27.0,7.4,1011.7
27.7,23.0,33.0,0.9,2.0,7.3,1011.7
27.9,24.0,33.0,0.0,299.0,6.7,1010.6
27.6,24.0,34.0,0.0,86.0,8.7,1010.9
27.3,23.0,33.0,0.0,29.0,6.2,1013.4
27.8,22.0,34.0,0.0,32.0,10.5,1014.5
28.2,22.0,34.0,0.0,42.0,8.4,1014.3
28.8,24.0,34.0,0.0,68.0,7.9,1013.4
28.8,25.0,35.0,0.0,131.0,7.7,1013.3
29.0,24.0,35.0,0.0,86.0,8.3,1013.2
26.8,23.0,33.0,0.0,5.0,9.0,1014.6
26.9,22.0,32.0,0.0,17.0,6.3,1015.4
27.3,22.0,33.0,0.0,70.0,8.2,1014.7
26.8,22.0,32.0,0.0,212.0,9.7,1013.8
27.1,21.0,34.0,0.0,97.0,8.6,1013.8
27.3,22.0,33.0,0.0,118.0,7.9,1013.5
27.3,23.0,33.0,0.0,118.0,10.1,1012.5
27.1,22.0,33.0,0.0,131.0,9.5,1011.8
27.6,23.0,33.0,0.0,119.0,10.3,1012.1
27.4,24.0,33.0,0.0,136.0,11.0,1012.2
27.7,23.0,33.0,0.0,84.0,8.3,1011.9
27.9,23.0,34.0,0.0,109.0,8.2,1010.5
27.4,23.0,33.3,0.0,107.0,12.4,1011.0
28.7,21.6,35.0,0.0,118.0,11.6,1011.9
28.6,24.0,35.0,0.0,129.0,11.1,1011.6
28.8,25.0,34.0,0.0,145.0,12.4,1010.7
29.8,26.0,36.0,0.0,143.0,15.0,1009.6
29.3,26.0,34.0,0.2,160.0,12.0,1009.5
29.1,26.0,35.0,0.0,158.0,11.4,1009.3
29.0,26.0,35.0,0.0,153.0,11.9,1008.2
29.4,26.0,33.0,0.0,170.0,10.8,1008.6
29.4,26.0,35.0,0.0,169.0,11.5,1008.9
28.6,26.0,33.0,0.0,157.0,11.8,1010.0
29.8,25.0,36.0,0.0,153.0,9.4,1008.9
29.6,27.0,34.0,0.0,155.0,12.7,1009.6
30.1,27.0,36.0,1.3,141.0,17.2,1010.3
30.2,26.0,36.0,0.1,127.0,12.3,1010.5
29.4,27.0,34.0,1.1,155.0,12.9,1009.3
29.2,27.0,33.0,0.4,161.0,13.1,1009.7
28.8,27.0,34.0,0.0,148.0,11.8,1009.3
30.3,25.0,36.0,0.0,149.0,10.0,1008.8
29.2,26.0,34.0,7.7,158.0,8.8,1008.8
30.3,26.0,36.0,0.7,175.0,10.4,1008.1
30.2,27.0,35.0,0.2,184.0,12.0,1008.6
30.5,26.0,35.0,0.1,169.0,9.9,1009.0
30.4,28.0,35.0,0.0,165.0,13.8,1010.5
31.1,27.0,37.0,0.0,148.0,12.6,1012.0
30.6,28.0,36.0,0.8,130.0,9.3,1011.6
30.2,26.0,34.0,2.9,162.0,8.0,1010.3
30.2,28.0,34.0,0.7,155.0,11.2,1009.8
30.2,28.0,35.0,2.5,170.0,10.4,1008.8
31.1,28.0,35.0,0.9,174.0,9.7,1008.6
31.0,29.0,35.0,3.0,170.0,10.5,1008.2
29.3,23.0,35.0,20.9,197.0,11.7,1007.8
29.6,25.0,34.0,7.4,135.0,7.1,1007.7
30.3,27.0,34.0,1.0,151.0,12.0,1009.4
30.3,28.0,34.0,0.0,159.0,11.9,1009.7
30.6,28.0,34.0,0.0,185.0,10.3,1007.1
30.8,28.0,36.0,0.8,215.0,12.5,1005.3
31.2,28.0,36.0,1.7,202.0,12.9,1005.9
31.4,29.0,36.0,0.1,195.0,12.4,1006.8
31.1,28.0,36.0,0.0,158.0,12.8,1008.5
31.0,27.0,37.0,0.8,119.0,9.8,1009.5
31.6,28.0,37.0,0.1,135.0,13.9,1008.0
31.0,28.0,35.0,0.0,121.0,10.7,1008.2
31.5,28.0,36.0,1.5,123.0,11.7,1008.5
31.4,28.0,36.0,0.1,126.0,14.1,1008.6
31.2,29.0,35.0,0.5,141.0,13.6,1008.0
30.5,27.0,36.0,4.3,117.0,11.1,1008.0
31.4,26.0,36.0,0.0,113.0,11.7,1008.1
32.1,28.0,37.0,0.8,121.0,13.3,1008.6
32.2,29.0,37.0,0.9,134.0,15.4,1009.3
31.3,29.0,36.0,0.2,159.0,14.1,1007.7
31.6,28.0,35.0,0.4,205.0,10.6,1005.7
32.6,29.0,38.0,0.0,225.0,12.3,1004.4
31.4,29.0,36.0,0.2,222.0,14.4,1005.0
28.7,25.0,35.0,1.0,221.0,11.9,1006.5
27.9,26.0,33.0,18.4,211.0,6.8,1007.8
30.8,26.0,36.0,6.7,142.0,8.8,1008.3
30.1,28.0,33.0,3.3,155.0,8.8,1009.8
29.6,27.0,34.0,4.1,131.0,10.2,1010.2
30.6,27.0,35.0,1.9,153.0,8.7,1010.2
30.9,28.0,36.0,7.2,176.0,12.5,1010.3
30.6,27.0,36.0,1.9,222.0,8.1,1010.3
29.0,25.0,33.0,1.3,200.0,9.8,1010.5
29.7,27.0,35.0,18.1,231.0,8.5,1010.3
31.2,26.0,36.0,19.6,247.0,11.1,1009.4
31.9,28.0,36.0,6.4,246.0,12.5,1007.7
29.7,24.0,34.0,11.0,229.0,13.1,1007.8
27.5,25.0,33.0,12.7,202.0,9.1,1009.6
29.1,25.0,35.0,11.6,223.0,9.3,1010.1
30.4,27.0,35.0,13.1,231.0,10.8,1009.3
30.6,28.0,35.0,10.3,232.0,13.3,1009.2
30.2,28.0,34.0,9.1,228.0,10.7,1009.8
27.8,26.0,33.0,11.9,229.0,10.7,1009.3
26.4,23.0,32.0,25.1,259.0,7.4,1007.7
28.1,25.0,32.0,17.7,246.0,7.8,1006.7
28.8,27.0,34.0,10.1,223.0,9.7,1007.6
29.6,27.0,34.0,2.9,236.0,13.1,1007.6
28.9,27.0,34.0,5.8,241.0,14.8,1007.0
30.1,27.0,34.0,10.4,252.0,18.7,1006.6
30.4,28.0,34.0,3.2,246.0,16.2,1007.4
30.6,28.0,35.0,10.3,251.0,15.7,1008.1
28.9,24.0,35.0,32.6,274.0,13.4,1007.6
27.8,25.0,33.0,27.9,306.0,9.5,1006.8
28.1,26.0,32.0,20.5,259.0,10.7,1007.4
28.6,26.0,31.0,12.0,235.0,13.1,1008.7
28.8,26.0,31.0,10.7,252.0,13.2,1008.7
28.6,26.0,32.0,5.2,260.0,12.6,1007.8
27.8,26.0,32.0,23.8,258.0,15.4,1006.7
